query,subject,percent_identity
Ca3,LOC784254,53.2
LOC100763652,LOC527083,72.581
Ca2,CA2,75.524
Ca2,CA13,60.87
Ca2,CA3,57.143
LOC100767739,ACSM1,75.097
Ca2,CA7,55.172
Ca2,CA1,58.904
Ca2,LOC100847874,58.219
Ca2,CA5B,54.483
Ca2,LOC784254,58.219
Ca2,CA5A,53.425
LOC100767739,ACSM5,59.031
LOC100766960,HEXB,65.483
Ca14,CA14,82.143
Setdb1,SETDB1,92.267
LOC100766960,LOC786974,66.468
Setdb1,SETDB2,60.0
LOC100766960,HEXA,54.545
Ass1,ASS1,96.482
LOC100773005,ADH1C,77.394
LOC100773005,ADH5,60.106
LOC100773005,ADH6,58.047
LOC100773005,ADH4,55.381
LOC100773005,ADH7,55.435
LOC100773005,LOC523510,50.798
Slc12a7,SLC12A5,73.137
Slc12a7,SLC12A9,55.0
LOC100770573,HS3ST3B1,71.429
Slc38a4,SLC38A2,64.935
Slc38a4,SLC38A3,66.667
Slc38a4,SLC38A5,87.5
Slc38a4,SLC38A6,75.758
LOC100756617,ADH1C,78.989
Pip5k1a,PIP5K1C,80.645
Pip5k1a,PIP5K1B,76.702
LOC100756617,ADH5,61.376
LOC100764001,LOC101902002,82.727
LOC100756617,ADH4,56.955
LOC100756617,ADH6,59.367
Pip5k1a,PIP5K1A,92.457
LOC100756617,ADH7,57.88
LOC100764001,COX6A2,57.447
LOC100756617,LOC523510,51.491
LOC100762115,PNLIP,77.363
LOC100762115,PNLIPRP2,60.851
LOC100762115,PNLIPRP1,60.768
LOC100774258,SLC6A4,55.336
LOC100774258,SLC6A7,50.988
Pi4kb,PI4KB,98.531
LOC100774258,SLC6A13,50.201
LOC100765755,PLA2G1B,69.286
Ca6,CA6,57.509
Bhmt,BHMT,94.71
Bhmt,BHMT2,69.106
LOC100756512,MAN1B1,79.31
Bhmt2,BHMT2,78.873
Bhmt2,BHMT,75.069
Atp8a1,LOC536660,64.667
Dmgdh,DMGDH,91.742
LOC100756512,LOC100336900,78.138
Arsb,ARSB,81.179
Arsb,ARSJ,52.018
Arsb,ARSI,51.126
Sdsl,SDSL,81.356
Atp8a1,ATP8B1,50.658
Manba,MANBA,68.692
LOC100762108,NDST3,66.972
Cpt1a,CPT1A,92.593
LOC100761433,CA6,53.659
LOC100767827,UGDH,97.048
Sucla2,SUCLA2,94.068
LOC100759306,GALE,94.465
Pde8b,PDE8A,73.673
Has2,HAS2,99.419
Has2,LOC132345335,92.151
Has2,LOC515601,84.593
Has2,HAS3,77.713
Sds,SDSL,61.755
Has2,HAS1,58.876
LOC100759795,NDUFB9,82.979
Ak2,AK2,93.137
Ak2,AK3,50.649
Pde8b,PDE8B,96.089
LOC100768882,CYP11B1,70.526
LOC100768882,LOC787628,69.474
LOC100757101,COX6A2,85.714
LOC100757101,COX6A1,60.0
B3galt4,B3GALT4,76.33
LOC100757101,LOC101902002,58.889
ND1,ND1,77.558
ND2,ND2,55.975
COX1,COX1,93.01
COX2,COX2,86.842
ATP8,ATP8,54.237
ATP6,ATP6,79.295
COX3,COX3,83.462
ND3,ND3,70.435
ND4L,ND4L,63.636
ND4,ND4,68.864
ND5,ND5,70.051
ND6,ND6,53.801
CYTB,CYTB,82.275
Ckb,CKB,98.039
Ckb,CKM,81.373
Ckb,CKMT1A,75.385
Ckb,CKMT2,71.282
Pld4,PLD4,77.966
Aldoc,ALDOB,68.767
Cbr4,CBR4,84.454
Pigs,PIGS,90.288
LOC100758683,LOC132342070,65.157
Bcat1,BCAT1,85.374
Bcat1,LOC785193,81.017
Bcat1,BCAT2,59.06
Etnk1,ETNK1,95.578
Etnk1,ETNK2,61.224
Cant1,CANT1,83.085
Pgs1,PGS1,93.548
LOC100769555,THA1,85.714
Afmid,AFMID,73.469
LOC100768312,PLAAT1,52.033
Tk1,TK1,84.1
Chit1,CHIT1,58.974
Chit1,CHIA,53.197
Chit1,LOC100138271,51.081
Chit1,OVGP1,51.081
Chit1,CHI3L2,51.656
Hpgds,HPGDS,84.0
Hexa,HEXA,87.278
Hexa,HEXB,55.206
Hexa,LOC786974,53.543
LOC100768312,LOC536947,61.25
LOC100771752,AADAT,70.67
Pkm,PKM,96.0
Pkm,PKLR,70.406
Glce,GLCE,96.123
Ust,UST,95.761
Pank1,PANK1,97.594
Pank1,PANK2,82.92
Pank1,PANK3,81.337
LOC100762876,CYP2C90,54.176
Slc25a14,SLC25A14,98.625
Slc25a14,SLC25A30,80.822
LOC100762876,CYP2F1,50.424
Ocrl,INPP5B,53.052
Ocrl,OCRL,90.603
Rgn,RGN,90.333
Ndufb11,NDUFB11,81.046
Ckmt2,CKM,66.038
Gpcpd1,GPCPD1,94.063
Gpcpd1,GDPD4,54.286
Cds2,CDS2,95.067
Cds2,CDS1,71.15
Slc23a2,SLC23A2,94.624
Acot12,ACOT12,77.355
Slc23a2,SLC23A1,69.502
Slc23a2,LOC514257,52.632
Setd1a,SETD1A,89.094
Smox,SMOX,96.789
Pank2,PANK1,83.333
Pank2,PANK2,98.305
Pank2,PANK3,87.288
Itpa,ITPA,94.828
Idh3b,IDH3B,93.438
Idh3b,IDH3G,53.179
Ndufa13,NDUFA13,69.6
Slc25a42,SLC25A42,91.85
Isyna1,ISYNA1,87.445
Pde4c,PDE4C,83.743
Pde4c,PDE4D,76.889
Pde4c,PDE4B,73.009
Pde4c,PDE4A,71.302
Pik3r2,PIK3R2,85.204
Slc5a5,SLC5A5,87.437
Slc5a5,SLC5A8,55.412
Slc5a5,SLC5A12,52.163
B3gnt3,B3GNT3,57.558
Colgalt1,COLGALT1,91.045
Colgalt1,COLGALT2,64.126
Colgalt1,CERCAM,57.809
Pgls,PGLS,83.436
Slc27a1,SLC27A1,85.612
Slc27a1,SLC27A4,58.273
LOC100761725,LOC100295883,78.119
LOC100761725,LOC507016,74.856
LOC100761725,LOC534967,74.856
LOC100761725,CYP4F47,73.704
LOC100761725,LOC507615,74.725
LOC100761725,CYP4F22,65.145
LOC100761725,CYP4A11,53.191
Slc16a7,SLC16A7,72.246
Slc16a7,SLC16A1,59.184
Slc16a7,LOC509911,57.778
Oxsm,OXSM,82.43
Slc4a7,SLC4A9,52.308
Slc4a7,SLC4A10,78.571
Slc4a7,SLC4A5,52.474
Slc4a7,SLC4A4,59.189
Slc4a7,SLC4A7,99.387
Slc4a7,SLC4A8,79.009
Ipmk,IPMK,85.89
Nln,NLN,91.789
Nln,THOP1,64.688
Pik3r1,PIK3R1,98.762
Pik3r1,PIK3R3,78.78
Pik3r1,PIK3R2,58.767
Gucy2c,GUCY2C,80.493
Trhde,TRHDE,94.958
Tph2,TPH1,72.26
Tph2,PAH,53.982
Tph2,TH,51.887
Tph2,TPH2,94.919
Ndufa10,NDUFA10,74.916
LOC100752599,AQP12,70.161
Agxt,AGXT,77.108
Dtymk,DTYMK,78.698
Cps1,CPS1,94.526
Cps1,CAD,51.88
Acadl,ACADL,83.951
Rpe,RPE,97.38
Sgpp1,SGPP1,86.875
Mthfd1,MTHFD1,88.687
Mthfd1,MTHFD1L,61.845
Ca12,CA12,77.143
Man2a1,MAN2A1,77.391
Man2a1,MAN2A2,54.019
LOC100762019,SLC22A4,87.143
LOC100762019,SLC22A5,80.952
P4ha2,P4HA2,93.636
P4ha2,P4HA1,62.57
Acsl6,ACSL6,92.715
Acsl6,ACSL1,63.256
Acsl6,ACSL5,59.585
Gpx3,GPX3,85.903
Gpx3,GPX6,72.811
Gpx3,LOC112441537,69.585
Gpx3,GPX5,69.585
LOC100766093,SLC36A1,68.553
LOC100766093,SLC36A2,55.437
LOC100766093,SLC36A3,55.427
Cers3,CERS3,79.275
Cers3,CERS2,57.31
Aldh1a3,ALDH1A1,70.659
Aldh1a3,ALDH1A3,93.836
Aldh1a3,ALDH1A2,72.917
Aldh1a3,ALDH2,67.708
Aldh1a3,ALDH1B1,61.301
Aldh1a3,ALDH1L1,53.75
Chsy1,CHSY1,95.839
Chsy1,CHSY3,71.095
Pip4k2a,PIP4K2A,87.805
Pip4k2a,PIP4K2B,83.333
Pip4k2a,PIP4K2C,56.25
Atp8b1,ATP8B1,90.815
Atp8b1,ATP8B2,54.77
Atp8b1,LOC516849,52.705
Atp8b1,ATP8B4,56.364
Fech,FECH,87.781
St8sia3,ST8SIA3,85.34
St8sia3,ST6GALNAC2,53.061
Tdo2,TDO2,89.951
Lrat,LRAT,77.632
Pdha1,PDHA1,97.442
Pdha1,PDHA2,87.755
Adcy7,ADCY7,82.759
Adcy7,ADCY2,57.497
Adcy7,ADCY4,53.888
Uxs1,UXS1,97.906
Uxs1,LOC617301,83.551
St6gal2,ST6GAL2,67.899
St6gal2,ST6GAL1,52.047
Pnpo,PNPO,89.313
Pip4k2b,PIP4K2B,99.751
Pip4k2b,PIP4K2A,79.0
Pip4k2b,PIP4K2C,67.5
Stard3,STARD3,93.484
Stard3,STARD3NL,65.385
Stard3,LOC132345653,64.615
Pnmt,PNMT,88.448
Gla,NAGA,52.454
Gla,GLA,79.656
Gsr,GSR,91.686
Gsr,LOC784358,86.998
Sptlc2,SPTLC2,94.605
Sptlc2,SPTLC3,72.727
Rdh13,HSDL1,51.111
Gstz1,GSTZ1,88.199
Ca7,CA7,91.827
Ca7,CA13,55.172
Ca7,CA5B,55.34
Ca7,CA2,56.65
Ca7,CA1,54.95
Ca7,CA5A,52.657
Ca7,LOC100847874,54.455
Ca7,LOC784254,54.455
Ca7,CA3,51.087
Tk2,TK2,86.667
Slc25a4,SLC25A5,90.875
Pah,PAH,85.863
Pah,TPH2,52.575
Pah,TPH1,53.626
Chpt1,CHPT1,90.437
Chpt1,CEPT1,65.706
Slc5a8,SLC5A8,87.092
Slc5a8,SLC5A12,56.089
Prkcsh,PRKCSH,83.84
Slc25a4,SLC25A6,88.593
Pde4a,PDE4A,86.466
Pde4a,PDE4C,71.506
Pde4a,PDE4D,75.62
Pde4a,PDE4B,81.153
Dnmt1,DNMT1,77.014
Dnmt1,KDM2B,61.111
Dnmt1,KMT2A,53.191
Dnmt1,FBXL19,65.517
Rdh8,RDH8,82.418
Pld1,PLD2,61.905
Slc9a2,SLC9A2,91.299
Slc9a2,SLC9A4,62.675
Slc9a2,LOC518911,67.748
Slc9a2,SLC9A1,52.239
Slc9a4,SLC9A4,80.952
Slc9a4,SLC9A2,61.991
Slc9a4,LOC518911,59.539
Slc9a6,LOC112445029,97.368
Slc9a6,SLC9A6,92.669
Slc9a6,SLC9A7,71.664
Slc9a6,SLC9A9,64.074
Kmo,KMO,81.898
Fh,FH,96.919
Msmo1,MSMO1,88.75
Slc29a3,SLC29A3,77.542
Pcbd1,PCBD1,99.038
Pcbd1,PCBD2,68.519
Sgpl1,SGPL1,86.292
Ppa1,PPA1,95.517
Ppa1,PPA2,64.552
Hk1,HK1,91.721
Hk1,HK2,74.232
Hk1,HKDC1,71.382
Hk1,HK3,54.148
Hk1,GCK,54.279
Hkdc1,HKDC1,91.394
Hkdc1,HK1,71.7
Hkdc1,HK2,69.651
Hkdc1,HK3,53.571
Hkdc1,GCK,53.363
Csgalnact1,CSGALNACT1,83.835
Csgalnact1,CSGALNACT2,60.971
Lpl,LPL,89.749
Slc18a1,SLC18A1,79.287
Slc18a1,SLC18A2,63.839
Atp6v1b2,ATP6V1B2,99.356
Atp6v1b2,ATP6V1B1,88.985
Fuca2,FUCA2,82.529
Fuca2,FUCA1,54.066
Nanp,NANP,92.369
Abhd12,ABHD12,92.857
Abhd12,ABHD12B,50.397
Pygb,PYGB,91.501
Pygb,PYGM,83.824
Pygb,PYGL,80.267
Entpd6,ENTPD5,59.494
Entpd6,ENTPD6,94.737
Acss1,ACSS1,86.653
Bckdhb,BCKDHB,90.404
Elovl4,ELOVL4,92.063
Glrx,LOC101902340,80.374
Glrx,GLRX,79.439
Glrx,LOC101904371,76.636
Glrx,LOC107131447,73.626
Ndufa1,NDUFA1,84.211
Ndufa1,LOC101904690,78.947
Slc25a5,SLC25A5,98.473
Slc25a5,LOC132344463,92.664
Slc25a5,SLC25A6,92.664
Slc25a5,SLC25A4,89.695
Slc25a5,LOC787122,86.134
Slc25a5,SLC25A31,71.705
Gch1,GCH1,86.0
Aldh1b1,ALDH1B1,84.423
Aldh1b1,ALDH2,74.901
Aldh1b1,ALDH1A2,66.333
Aldh1b1,ALDH1A1,65.469
Aldh1b1,ALDH1A3,64.848
Nans,NANS,94.722
Galnt12,GALNT12,87.297
Galnt12,GALNT4,59.783
Galnt12,GALNT11,58.182
Alg2,ALG2,78.072
Slc18a2,SLC18A2,79.089
Slc18a2,SLC18A1,54.806
Alas2,ALAS2,89.286
Alas2,ALAS1,62.478
Ca5b,CA1,53.226
Ca5b,CA2,54.472
Pfkfb1,PFKFB3,73.048
Ca5b,LOC100847874,52.823
Pfkfb1,PFKFB4,83.966
Pfkfb1,PFKFB1,95.338
Ca5b,LOC784254,52.823
Pfkfb1,PFKFB2,72.927
Hsd17b10,HSD17B10,91.985
Etfdh,ETFDH,94.234
Mgll,MGLL,84.211
Atp1a4,ATP1A2,79.758
Atp1a4,ATP1A3,77.445
Atp1a4,ATP1A1,76.569
Atp1a4,ATP12A,62.165
Atp1a4,ATP1A4,85.337
Atp1a4,ATP4A,61.921
Pigm,PIGM,88.498
Slc25a30,SLC25A30,94.863
Slc25a30,SLC25A14,81.743
Slc38a3,SLC38A3,86.561
Slc38a3,SLC38A5,61.339
Slc38a3,SLC38A2,53.638
Slc38a3,SLC38A4,56.422
Slc38a3,SLC38A1,50.756
Slc38a3,SLC38A6,61.111
Ip6k1,IP6K1,93.665
Ip6k1,IP6K3,50.714
Gmppb,GMPPB,95.291
Amt,AMT,89.239
Gpx1,GPX1,89.13
Gpx1,GPX2,65.426
Gpx1,LOC112441537,50.802
Gpx1,GPX5,50.802
Gpx1,GPX6,51.064
Gpx1,GPX3,50.273
Cryl1,CRYL1,83.395
Man1a1,MAN1A1,85.46
Man1a1,MAN1A2,63.857
Man1a1,MAN1C1,65.441
LOC100774281,DLD,89.171
Pde10a,PDE10A,94.167
Atp8a2,ATP8A2,93.908
Atp8a2,ATP8A1,67.513
Atp8a2,LOC536660,67.575
Slc2a10,SLC2A10,76.03
Slc13a3,SLC13A3,88.129
Slc12a5,SLC12A5,98.623
Slc12a5,SLC12A6,70.826
Slc12a5,SLC12A7,71.625
Slc12a5,SLC12A4,69.597
Ctsa,CTSA,82.952
Lss,LSS,85.932
Ftcd,FTCD,82.841
Slc19a1,SLC19A1,64.844
Pfkl,PFKL,93.75
Pfkl,PFKP,71.529
Pfkl,PFKM,72.212
Agpat3,AGPAT3,90.186
Agpat3,AGPAT4,61.436
Atp1a1,ATP1A1,96.569
Atp1a1,ATP1A3,86.853
Atp1a1,ATP1A2,86.654
Atp1a1,ATP12A,64.926
Atp1a1,ATP4A,65.313
Atp1a1,ATP1A4,85.356
Man1a2,MAN1A2,94.081
Man1a2,MAN1A1,63.43
Man1a2,MAN1C1,62.808
LOC100770995,CYP8B1,80.142
LOC100755549,CYP26A1,88.863
Pde6c,PDE6C,88.143
Pde6c,PDE6A,67.807
Pde6c,PDE6B,68.006
Plce1,PLCE1,83.565
Pigw,PIGW,75.595
Ca4,CA4,58.503
Mmaa,MMAA,87.747
Galnt1,GALNT1,98.004
Galnt1,GALNT13,83.912
Galnt1,LOC100300881,96.825
Galnt1,GALNT11,50.177
Atp6v0e1,ATP6V0E1,95.122
Atp6v0e1,ATP6V0E2,67.5
Atp6v0e1,LOC101905465,67.073
Cda,CDA,91.034
Ddost,DDOST,94.331
Mat2b,MAT2B,93.631
Mgst1,MGST1,87.179
Dera,DERA,92.029
Por,POR,90.625
Mdh2,MDH2,85.22
Dgki,DGKI,94.223
Dgki,DGKH,53.901
Dgki,DGKD,54.688
Dgki,DGKZ,61.662
Slc13a4,SLC13A4,87.302
Ext1,EXT1,94.244
Enpp2,ENPP2,87.906
Enpp2,PRG4,51.351
Slc25a16,SLC25A16,97.99
LOC100764157,LOC788801,79.891
LOC100764157,FTL,79.891
LOC100764157,LOC783993,76.216
LOC100764157,SLBP,78.261
LOC100764157,LOC104970886,73.913
LOC100764157,LOC107132908,65.693
LOC100764157,LOC100336939,50.365
St8sia5,ST8SIA5,80.488
St8sia5,ST8SIA1,50.746
St8sia5,ST6GALNAC2,53.333
LOC100774089,SLC14A2,79.56
LOC100774089,SLC14A1,58.376
St3gal2,ST6GALNAC2,57.143
Chst4,CHST4,68.947
Chst4,CHST6,57.864
Tat,TAT,91.031
Dhodh,DHODH,89.859
Ndufb4,NDUFB4,71.538
Hgd,HGD,93.002
Slc15a2,LOC516421,76.383
Slc15a2,SLC15A2,91.071
Slc15a2,SLC15A4,53.488
Ahcy,AHCY,96.767
Ahcy,AHCYL2,51.478
Ahcy,AHCYL1,51.168
Pigu,PIGU,95.204
Acss2,ACSS2,91.311
Gss,GSS,90.123
Slc7a11,SLC7A11,79.57
Slc7a11,SLC7A5,51.471
Slc7a11,SLC7A6,51.515
Slc7a11,SLC7A9,54.902
Slc7a11,SLC7A7,54.545
Ndufc1,NDUFC1,71.429
Setd7,SETD7,95.751
Mgst2,MGST2,71.724
Slc26a9,SLC26A9,87.5
Atp6v1c2,ATP6V1C2,91.822
Atp6v1c2,ATP6V1C1,55.374
Atp11c,ATP11A,65.406
Atp11c,ATP11C,91.536
Atp11c,LOC112441535,90.379
Atp11c,ATP11B,56.42
Kmt2c,KMT2C,79.717
Kmt2c,KMT2D,66.817
Kmt2c,KDM5B,61.702
Kmt2c,KDM5A,54.902
Kmt2c,PHRF1,50.847
Kmt2c,PHF21A,53.333
Galnt11,GALNT11,88.342
Galnt11,GALNTL5,52.009
Slc4a2,SLC4A2,93.633
Slc4a2,SLC4A3,64.436
Slc4a2,SLC4A1,55.47
Nos3,NOS3,93.718
Nos3,NOS1,56.782
Nos3,NOS2,53.816
LOC100763954,AOC1,59.007
LOC100763954,LOC100138645,50.34
LOC100771382,AOC1,75.729
Cth,CTH,83.82
Cmpk2,CMPK2,79.186
Cmpk2,LOC132346096,55.556
Agpat5,AGPAT5,77.931
LOC100765627,NME2,92.81
LOC100765627,LOC104968435,92.157
LOC100765627,NME1,87.582
LOC100765627,NME3,64.43
LOC100765627,NME4,64.356
LOC100765914,NME3,67.114
LOC100765914,NME4,63.768
LOC100765914,NME1,96.396
LOC100765914,NME2,89.189
LOC100765914,LOC104968435,88.288
Abcc3,ABCC3,81.961
Abcc3,ABCC1,57.025
Abcc3,LOC112449072,51.196
Xylt2,XYLT1,59.615
Xylt2,XYLT2,90.972
Acp1,LOC101903026,83.648
Acp1,ACP1,88.679
Acp1,CC2D2B,86.792
Tpo,TPO,67.745
Tpo,FBN2,51.064
Tpo,LOC100337081,59.375
Lta4h,LTA4H,92.32
Hal,HAL,94.771
Amdhd1,AMDHD1,91.339
Ndufa12,NDUFA12,89.726
Ndufa12,LOC101906178,89.041
Ndufa12,LOC781064,92.079
Pck1,PCK1,87.319
Pck1,PCK2,71.126
Slc25a13,SLC25A13,96.154
Slc25a13,SLC25A12,80.396
Nme4,NME4,82.203
Nme4,NME3,60.69
Nme4,NME2,60.145
Nme4,LOC104968435,59.42
Nme4,NME1,58.696
Decr2,DECR2,82.87
Pigq,PIGQ,85.42
Haghl,HAGHL,84.507
Nme3,NME3,91.765
Nme3,NME1,64.667
Nme3,NME2,63.758
Nme3,LOC104968435,63.087
Nme3,NME4,58.559
Hagh,HAGH,90.038
Hagh,HAGHL,51.562
Fahd1,FAHD1,85.909
Hs3st6,HS3ST6,95.074
Hs3st6,HS3ST3B1,75.0
Hs3st6,HS3ST3A1,74.877
Hs3st6,HS3ST4,72.414
Hs3st6,HS3ST2,70.588
Ndufb10,NDUFB10,87.805
Pgp,PGP,88.971
Fdps,FDPS,89.256
Pklr,PKLR,90.751
Pklr,PKM,70.307
Gba,GBA1,85.106
Dpm3,DPM3,91.398
Flad1,FLAD1,89.002
Pmvk,PMVK,88.136
Aqp10,AQP10,69.231
Slc27a3,SLC27A3,84.604
Slc27a3,SLC27A6,50.584
Npr1,NPR1,92.89
Npr1,NPR2,65.059
Npr1,LOC112449027,54.717
Slc35b2,SLC35B2,90.698
LOC100754792,HSP90AB1,99.448
LOC100754792,HSP90AA1,84.741
LOC100754792,LOC781339,82.92
LOC100754792,LOC107131398,90.299
LOC100754792,SLC29A1,77.412
Srd5a1,SRD5A1,67.442
Galnt9,GALNT9,92.569
Galnt9,GALNT17,61.269
Galnt9,GALNT18,51.718
Gpx2,GPX2,95.288
Gpx2,GPX1,64.13
Fut8,FUT8,95.139
Ndufa11,NDUFA11,68.868
Ctps1,CTPS1,98.311
Ctps1,CTPS2,75.385
Man2b1,MAN2B1,73.26
Gcdh,GCDH,90.556
Mri1,MRI1,87.115
Tecr,TECR,94.839
Tecr,TECRL,51.14
Ndufb7,NDUFB7,86.957
Slco2a1,SLCO2A1,81.395
Kdsr,KDSR,93.168
Adh5,ADH4,62.466
Pign,PIGN,78.004
Cyp7a1,CYP7A1,78.131
LOC100759137,PRPS2,92.163
LOC100759137,PRPS1L1,89.623
LOC100759137,PRPS1,97.222
Hibadh,HIBADH,92.285
Atp12a,ATP12A,86.394
Atp12a,ATP1A3,65.72
Atp12a,ATP1A1,66.433
Atp12a,ATP1A2,66.667
Atp12a,ATP4A,67.708
Atp12a,ATP1A4,67.692
LOC100767563,LOC540321,67.1
LOC100767563,LOC100139881,67.1
Adcy4,ADCY4,91.52
Adcy4,ADCY2,57.103
Adcy4,ADCY7,51.811
Gmpr2,GMPR2,96.0
Gmpr2,GMPR,85.938
Pck2,PCK2,91.888
Pck2,PCK1,70.31
Thtpa,THTPA,74.194
Mdh1b,MDH1B,72.979
Ndufs1,NDUFS1,94.368
Slc13a1,SLC13A1,83.445
Ndufa5,NDUFA5,84.337
Ndufa5,LOC132346262,85.185
Pde1a,PDE1A,91.56
Pde1a,PDE1C,71.222
Pde1a,PDE1B,61.066
Ugp2,UGP2,97.446
Mdh1,MDH1,94.925
B3gnt2,B3GNT2,86.683
Slc17a2,SLC17A3,52.51
Slc17a2,SLC17A1,50.909
Slc17a2,SLC17A2,91.71
Slc17a2,SLC17A4,51.411
Slc17a3,SLC17A3,65.938
Slc17a3,SLC17A2,56.966
Slc17a3,SLC17A4,50.162
Slc17a1,SLC17A1,61.194
Slc17a4,SLC17A4,65.138
Slc17a4,SLC17A2,58.824
Cmah,CMAH,91.904
Aldh5a1,ALDH5A1,87.703
Aqp4,AQP4,94.04
Aqp4,AQP2,52.66
Ndufs4,NDUFS4,94.444
Inpp5b,INPP5B,90.029
Slc26a5,SLC26A5,95.264
Kmt2e,KMT2E,83.387
LOC100767739,ACSM2B,56.36
Kmt2e,ASH1L,54.054
Slc6a5,SLC6A9,50.833
Slc6a5,SLC6A14,52.34
Slc6a5,SLC6A5,94.058
Slc6a5,SLC6A7,51.1
Mpc2,MPC2,92.913
Adcy10,ADCY10,80.507
LOC100767739,ACSM4,56.031
LOC100767739,ACSM3,53.831
LOC100751727,DNMT3B,84.722
LOC100751727,DNMT3A,58.222
LOC100757022,COX4I2,75.723
Ephx4,EPHX4,87.421
Pigg,PIGG,79.386
Pde6b,PDE6B,94.847
Pde6b,PDE6A,79.646
Pde6b,PDE6C,69.528
Dgkq,DGKQ,81.316
Idua,IDUA,78.558
Slc26a1,SLC26A1,77.021
LOC100755851,CYP1A2,74.341
LOC100755851,CYP1A1,67.482
LOC100751269,CYP1A1,78.876
LOC100751269,CYP1A2,66.601
LOC100752606,CYP11A1,70.546
Adpgk,ADPGK,88.687
LOC100761654,SLC25A5,91.973
LOC100761654,LOC132344463,85.473
LOC100761654,SLC25A6,85.473
LOC100761654,SLC25A4,83.612
LOC100761654,LOC787122,79.2
LOC100761654,SLC25A31,68.729
Gnpda1,GNPDA1,96.774
Gnpda1,GNPDA2,90.517
Txnrd2,TXNRD2,80.562
Txnrd2,TXNRD1,53.985
Txnrd2,TXNRD3,51.157
Comt,COMT,74.38
Prodh,PRODH,80.2
Slc25a1,SLC25A1,95.192
Ptgis,PTGIS,83.51
B4galt5,B4GALT5,94.017
B4galt5,B4GALT6,80.788
Slc9a8,SLC9A8,95.164
Dpm1,DPM1,95.192
LOC100763873,PTDSS2,93.125
Pik3cb,PIK3CB,94.547
Pik3cb,PIK3CD,54.341
A4gnt,A4GNT,73.451
Nme5,NME5,90.341
Nme5,AK7,57.5
Slc7a9,SLC7A9,81.967
Plpp2,PLPP1,58.657
Plpp2,PLPP2,91.083
Plpp2,PLPP3,52.453
Gpx4,GPX4,91.176
Ndufs7,NDUFS7,87.831
Gamt,GAMT,89.205
LOC100768142,UQCR11,87.719
Dot1l,DOT1L,81.022
Slc6a9,SLC6A9,95.11
Slc6a9,LOC515755,83.158
Slc6a9,SLC6A7,50.376
B4galt2,B4GALT2,92.162
B4galt2,B4GALT1,51.414
B4galt2,B4GALT4,56.881
B4galt2,B4GALT5,53.723
B4galt2,B4GALT6,55.556
Atp6v0b,ATP6V0B,97.573
St3gal3,ST3GAL3,97.214
St3gal3,C13H20orf173,52.941
Hyi,HYI,86.207
Elovl1,ELOVL1,90.714
Elovl1,ELOVL7,60.837
Slc2a1,SLC2A1,97.741
Slc2a1,SLC2A3,67.158
Slc2a1,SLC2A4,66.122
Slc2a1,LOC538810,64.286
Slc2a1,SLC2A2,59.942
St3gal4,ST3GAL4,87.164
St3gal4,C13H20orf173,52.941
LOC100763488,GCNT2,81.494
LOC100763488,LOC520336,67.11
LOC100763488,LOC112443869,62.914
LOC100763488,GCNT3,51.261
LOC100764057,LOC520336,74.757
LOC100764057,GCNT2,64.686
LOC100764057,LOC112443869,63.667
LOC100764057,GCNT7,52.301
Pdhb,PDHB,95.122
Rpp14,RPP14,83.607
Rpp14,HTD2,83.838
Abhd6,ABHD6,93.195
Abcc1,ABCC1,86.816
Abcc1,ABCC3,55.758
Abcc1,LOC104969875,54.032
Abcc1,LOC112449072,54.502
Abcc1,LOC523431,51.351
Fdx1,FDX1,84.058
Dlst,DLST,90.805
Acyp1,ACYP1,87.879
Acyp1,ACYP2,62.069
Galnt10,GALNT10,92.585
Galnt10,GALNTL6,73.832
LOC100770821,LDHAL6B,71.54
LOC100770821,LDHA,68.468
LOC100770821,LDHC,63.664
LOC100770821,LDHB,63.253
LOC100770821,LOC107133235,51.124
Synj2,SYNJ2,86.463
Synj2,SYNJ1,56.358
Pi4ka,PI4KA,93.643
Smpd4,SMPD4,86.836
Colgalt2,COLGALT2,93.491
Colgalt2,COLGALT1,67.787
Colgalt2,CERCAM,55.652
Npl,NPL,84.672
Rhbg,RHBG,83.878
Rhbg,RHCG,55.385
Alg5,ALG5,89.109
Ace,ACE,84.079
Ace,ACE3,61.039
Ido2,IDO2,70.248
Ido1,IDO1,68.593
Ddc,DDC,88.542
Ddc,HDC,55.252
Hprt1,HPRT1,94.286
Hprt1,LOC510369,94.286
Tbxas1,TBXAS1,78.373
Ndufb2,NDUFB2,77.922
Aga,AGA,76.096
Rdh14,RDH14,86.391
Nt5c1b,NT5C1B,88.673
Nt5c1b,NT5C1A,75.0
LOC100760000,ACAT2,89.698
Slc22a1,SLC22A1,77.518
Slc22a1,SLC22A2,66.234
Slc22a2,SLC22A2,84.082
Slc22a2,SLC22A1,68.165
Slc22a2,SLC22A3,50.277
Slc22a3,SLC22A3,87.8
Slc22a3,SLC22A2,50.673
Agpat4,AGPAT4,86.378
Agpat4,AGPAT3,61.17
Pcca,PCCA,89.362
Dgkh,DGKH,90.099
Dgkh,DGKD,65.175
Dgkh,LOC132344348,68.75
Dgkh,DGKG,52.525
Slco4a1,SLCO4A1,75.51
St8sia1,ST8SIA1,92.997
Cmas,CMAS,94.253
Ldhb,LDHB,96.418
Ldhb,LDHA,74.699
Ldhb,LDHAL6B,67.169
Ldhb,LDHC,69.583
